Planta,Producto,DescrProducto,Dia,Inventario,Abasto tránsito,Demanda
Tonala,10253667,Antihumedad 25k,20,1,0,0
Tonala,10253667,Antihumedad 25k,21,1,0,0
Tonala,10253667,Antihumedad 25k,22,1,15,2
Tonala,10253667,Antihumedad 25k,23,14,0,0
Tonala,10253667,Antihumedad 25k,24,14,0,0
Tonala,10253667,Antihumedad 25k,25,14,0,0
Tonala,10253667,Antihumedad 25k,26,14,0,0
Tonala,10253667,Antihumedad 25k,27,14,0,0
Tonala,10253667,Antihumedad 25k,28,14,0,3
Tonala,10253667,Antihumedad 25k,29,12,0,3
Tonala,10253667,Antihumedad 25k,30,9,0,1
Tonala,10000922,Mortero 25k,1,152,144,0
Tonala,10000922,Mortero 25k,2,152,144,3
Tonala,10000922,Mortero 25k,3,247,136,157
Tonala,10000922,Mortero 25k,4,190,64,115
Tonala,10000922,Mortero 25k,5,139,64,119
Tonala,10000922,Mortero 25k,6,84,72,65
Tonala,10000922,Mortero 25k,7,127,72,41
Tonala,10000922,Mortero 25k,8,194,36,0
Tonala,10000922,Mortero 25k,9,194,36,16
Tonala,10000922,Mortero 25k,10,214,36,96
Tonala,10000922,Mortero 25k,11,153,36,174
Tonala,10000922,Mortero 25k,12,51,180,106
Tonala,10000922,Mortero 25k,13,125,36,75
Tonala,10000922,Mortero 25k,14,122,144,15
Tonala,10000922,Mortero 25k,15,359,0,0
Tonala,10000922,Mortero 25k,16,359,0,94
Tonala,10000922,Mortero 25k,17,265,72,50
Tonala,10000922,Mortero 25k,18,287,0,143
Tonala,10000922,Mortero 25k,19,179,68,69
Tonala,10000922,Mortero 25k,20,251,36,95
Tonala,10000922,Mortero 25k,21,191,72,54
Tonala,10000922,Mortero 25k,22,209,72,0
Tonala,10000922,Mortero 25k,23,209,72,88
Tonala,10000922,Mortero 25k,24,193,0,8
Tonala,10000922,Mortero 25k,25,221,0,0
Tonala,10000922,Mortero 25k,26,221,0,85
Tonala,10000922,Mortero 25k,27,136,36,168
Tonala,10000922,Mortero 25k,28,4,100,68
Tonala,10000922,Mortero 25k,29,36,36,0
Tonala,10000922,Mortero 25k,30,36,36,72
Tonala,10000922,Mortero 25k,31,1,108,65
Tonala,10000920,Mortero 50k,1,0,0,0
Tonala,10000920,Mortero 50k,2,0,0,79
Tonala,10000920,Mortero 50k,3,0,0,0
Tonala,10000920,Mortero 50k,4,0,0,0
Tonala,10000920,Mortero 50k,5,0,0,0
Tonala,10000920,Mortero 50k,6,0,0,0
Tonala,10000920,Mortero 50k,7,0,0,0
Tonala,10000920,Mortero 50k,8,0,0,0
Tonala,10000920,Mortero 50k,9,0,0,0
Tonala,10000920,Mortero 50k,10,0,0,0
Tonala,10000920,Mortero 50k,11,0,0,0
Tonala,10000920,Mortero 50k,12,0,0,0
Tonala,10000920,Mortero 50k,13,0,0,0
Tonala,10000920,Mortero 50k,14,0,0,0
Tonala,10000920,Mortero 50k,15,0,0,0
Tonala,10000920,Mortero 50k,16,0,0,0
Tonala,10000920,Mortero 50k,17,0,0,0
Tonala,10000920,Mortero 50k,18,0,0,0
Tonala,10000920,Mortero 50k,19,0,0,0
Tonala,10000920,Mortero 50k,20,0,0,0
Tonala,10000920,Mortero 50k,21,0,0,0
Tonala,10000920,Mortero 50k,22,0,0,0
Tonala,10000920,Mortero 50k,23,0,0,0
Tonala,10000920,Mortero 50k,24,0,0,0
Tonala,10000920,Mortero 50k,25,0,0,0
Tonala,10000920,Mortero 50k,26,0,0,0
Tonala,10000920,Mortero 50k,27,0,0,0
Tonala,10000920,Mortero 50k,28,0,0,0
Tonala,10000920,Mortero 50k,29,0,0,0
Tonala,10000920,Mortero 50k,30,0,0,0
Tonala,10000920,Mortero 50k,31,0,0,0
Tonala,10000969,Impercem 50k,1,1,0,0
Tonala,10000969,Impercem 50k,2,1,0,0
Tonala,10000969,Impercem 50k,3,1,0,0
Tonala,10000969,Impercem 50k,4,1,0,0
Tonala,10000969,Impercem 50k,5,1,0,0
Tonala,10000969,Impercem 50k,6,1,0,0
Tonala,10000969,Impercem 50k,7,1,0,0
Tonala,10000969,Impercem 50k,8,1,0,0
Tonala,10000969,Impercem 50k,9,1,0,0
Tonala,10000969,Impercem 50k,10,1,0,0
Tonala,10000969,Impercem 50k,11,1,0,0
Tonala,10000969,Impercem 50k,12,1,0,0
Tonala,10000969,Impercem 50k,13,1,0,0
Tonala,10000969,Impercem 50k,14,1,0,0
Tonala,10000969,Impercem 50k,15,1,0,0
Tonala,10000969,Impercem 50k,16,1,0,0
Tonala,10000969,Impercem 50k,17,1,0,0
Tonala,10000969,Impercem 50k,18,1,0,0
Tonala,10000969,Impercem 50k,19,1,0,0
Tonala,10000969,Impercem 50k,20,1,0,0
Tonala,10000969,Impercem 50k,21,1,0,0
Tonala,10000969,Impercem 50k,22,1,0,0
Tonala,10000969,Impercem 50k,23,1,0,0
Tonala,10000969,Impercem 50k,24,1,0,0
Tonala,10000969,Impercem 50k,25,1,0,0
Tonala,10000969,Impercem 50k,26,1,0,0
Tonala,10000969,Impercem 50k,27,1,0,0
Tonala,10000969,Impercem 50k,28,1,0,0
Tonala,10000969,Impercem 50k,29,1,0,0
Tonala,10000969,Impercem 50k,30,1,0,0
Tonala,10000969,Impercem 50k,31,1,0,0
Tonala,10002066,CPC30R 50k,1,295,0,0
Tonala,10002066,CPC30R 50k,2,295,0,152
Tonala,10002066,CPC30R 50k,3,200,54,40
Tonala,10002066,CPC30R 50k,4,214,72,134
Tonala,10002066,CPC30R 50k,5,152,108,25
Tonala,10002066,CPC30R 50k,6,235,72,35
Tonala,10002066,CPC30R 50k,7,272,23,5
Tonala,10002066,CPC30R 50k,8,289,0,0
Tonala,10002066,CPC30R 50k,9,289,0,5
Tonala,10002066,CPC30R 50k,10,284,0,104
Tonala,10002066,CPC30R 50k,11,180,72,61
Tonala,10002066,CPC30R 50k,12,192,36,50
Tonala,10002066,CPC30R 50k,13,214,36,74
Tonala,10002066,CPC30R 50k,14,176,108,115
Tonala,10002066,CPC30R 50k,15,169,54,0
Tonala,10002066,CPC30R 50k,16,169,54,5
Tonala,10002066,CPC30R 50k,17,218,36,74
Tonala,10002066,CPC30R 50k,18,180,36,116
Tonala,10002066,CPC30R 50k,19,100,126,22
Tonala,10002066,CPC30R 50k,20,240,0,17
Tonala,10002066,CPC30R 50k,21,224,63,30
Tonala,10002066,CPC30R 50k,22,257,0,0
Tonala,10002066,CPC30R 50k,23,257,0,5
Tonala,10002066,CPC30R 50k,24,252,72,10
Tonala,10002066,CPC30R 50k,25,314,0,0
Tonala,10002066,CPC30R 50k,26,314,0,0
Tonala,10002066,CPC30R 50k,27,314,0,61
Tonala,10002066,CPC30R 50k,28,237,108,160
Tonala,10002066,CPC30R 50k,29,180,0,0
Tonala,10002066,CPC30R 50k,30,180,0,79
Tonala,10002066,CPC30R 50k,31,87,180,5
Tonala,10029384,CPC30R 25k,1,97,108,0
Tonala,10029384,CPC30R 25k,2,97,108,4
Tonala,10029384,CPC30R 25k,3,100,144,86
Tonala,10029384,CPC30R 25k,4,158,100,87
Tonala,10029384,CPC30R 25k,5,207,186,111
Tonala,10029384,CPC30R 25k,6,282,233,118
Tonala,10029384,CPC30R 25k,7,433,136,68
Tonala,10029384,CPC30R 25k,8,501,0,0
Tonala,10029384,CPC30R 25k,9,501,0,34
Tonala,10029384,CPC30R 25k,10,467,144,92
Tonala,10029384,CPC30R 25k,11,518,53,78
Tonala,10029384,CPC30R 25k,12,565,72,63
Tonala,10029384,CPC30R 25k,13,574,180,76
Tonala,10029384,CPC30R 25k,14,678,0,78
Tonala,10029384,CPC30R 25k,15,601,0,0
Tonala,10029384,CPC30R 25k,16,601,0,99
Tonala,10029384,CPC30R 25k,17,502,0,93
Tonala,10029384,CPC30R 25k,18,410,156,124
Tonala,10029384,CPC30R 25k,19,442,108,141
Tonala,10029384,CPC30R 25k,20,409,22,170
Tonala,10029384,CPC30R 25k,21,261,84,43
Tonala,10029384,CPC30R 25k,22,265,0,0
Tonala,10029384,CPC30R 25k,23,265,0,155
Tonala,10029384,CPC30R 25k,24,111,108,51
Tonala,10029384,CPC30R 25k,25,168,0,0
Tonala,10029384,CPC30R 25k,26,168,0,150
Tonala,10029384,CPC30R 25k,27,18,72,105
Tonala,10029384,CPC30R 25k,28,1,36,8
Tonala,10029384,CPC30R 25k,29,34,36,0
Tonala,10029384,CPC30R 25k,30,34,36,83
Tonala,10029384,CPC30R 25k,31,1,108,109
Tonala,10042669,Bco CPC30R 25k,1,18,0,0
Tonala,10042669,Bco CPC30R 25k,2,18,0,2
Tonala,10042669,Bco CPC30R 25k,3,12,18,0
Tonala,10042669,Bco CPC30R 25k,4,30,0,3
Tonala,10042669,Bco CPC30R 25k,5,27,0,6
Tonala,10042669,Bco CPC30R 25k,6,21,0,1
Tonala,10042669,Bco CPC30R 25k,7,20,13,16
Tonala,10042669,Bco CPC30R 25k,8,18,0,0
Tonala,10042669,Bco CPC30R 25k,9,18,0,0
Tonala,10042669,Bco CPC30R 25k,10,18,0,3
Tonala,10042669,Bco CPC30R 25k,11,15,18,5
Tonala,10042669,Bco CPC30R 25k,12,27,7,7
Tonala,10042669,Bco CPC30R 25k,13,27,0,5
Tonala,10042669,Bco CPC30R 25k,14,22,0,1
Tonala,10042669,Bco CPC30R 25k,15,21,0,0
Tonala,10042669,Bco CPC30R 25k,16,21,0,1
Tonala,10042669,Bco CPC30R 25k,17,20,0,3
Tonala,10042669,Bco CPC30R 25k,18,17,11,2
Tonala,10042669,Bco CPC30R 25k,19,26,0,2
Tonala,10042669,Bco CPC30R 25k,20,24,0,1
Tonala,10042669,Bco CPC30R 25k,21,23,9,2
Tonala,10042669,Bco CPC30R 25k,22,30,0,0
Tonala,10042669,Bco CPC30R 25k,23,30,0,0
Tonala,10042669,Bco CPC30R 25k,24,30,0,0
Tonala,10042669,Bco CPC30R 25k,25,30,0,0
Tonala,10042669,Bco CPC30R 25k,26,30,0,0
Tonala,10042669,Bco CPC30R 25k,27,30,0,0
Tonala,10042669,Bco CPC30R 25k,28,30,0,16
Tonala,10042669,Bco CPC30R 25k,29,14,0,0
Tonala,10042669,Bco CPC30R 25k,30,14,0,3
Tonala,10042669,Bco CPC30R 25k,31,12,0,1
Tonala,10042668,Bco CPC30R 50k,1,24,0,0
Tonala,10042668,Bco CPC30R 50k,2,24,0,0
Tonala,10042668,Bco CPC30R 50k,3,14,0,0
Tonala,10042668,Bco CPC30R 50k,4,14,9,1
Tonala,10042668,Bco CPC30R 50k,5,22,9,1
Tonala,10042668,Bco CPC30R 50k,6,30,0,5
Tonala,10042668,Bco CPC30R 50k,7,25,0,5
Tonala,10042668,Bco CPC30R 50k,8,21,0,0
Tonala,10042668,Bco CPC30R 50k,9,21,0,0
Tonala,10042668,Bco CPC30R 50k,10,21,0,2
Tonala,10042668,Bco CPC30R 50k,11,19,0,0
Tonala,10042668,Bco CPC30R 50k,12,19,9,1
Tonala,10042668,Bco CPC30R 50k,13,27,0,0
Tonala,10042668,Bco CPC30R 50k,14,27,0,0
Tonala,10042668,Bco CPC30R 50k,15,27,0,0
Tonala,10042668,Bco CPC30R 50k,16,27,0,0
Tonala,10042668,Bco CPC30R 50k,17,27,0,0
Tonala,10042668,Bco CPC30R 50k,18,27,0,5
Tonala,10042668,Bco CPC30R 50k,19,22,0,0
Tonala,10042668,Bco CPC30R 50k,20,22,0,0
Tonala,10042668,Bco CPC30R 50k,21,22,9,0
Tonala,10042668,Bco CPC30R 50k,22,31,0,0
Tonala,10042668,Bco CPC30R 50k,23,31,0,0
Tonala,10042668,Bco CPC30R 50k,24,31,0,0
Tonala,10042668,Bco CPC30R 50k,25,31,0,0
Tonala,10042668,Bco CPC30R 50k,26,31,0,0
Tonala,10042668,Bco CPC30R 50k,27,31,0,0
Tonala,10042668,Bco CPC30R 50k,28,31,0,10
Tonala,10042668,Bco CPC30R 50k,29,21,0,0
Tonala,10042668,Bco CPC30R 50k,30,21,0,0
Tonala,10042668,Bco CPC30R 50k,31,21,0,0
Tonala,10003053,Multiplast 40.0k,1,24,0,0
Tonala,10003053,Multiplast 40.0k,2,24,0,0
Tonala,10003053,Multiplast 40.0k,3,21,0,1
Tonala,10003053,Multiplast 40.0k,4,20,20,11
Tonala,10003053,Multiplast 40.0k,5,28,13,11
Tonala,10003053,Multiplast 40.0k,6,30,18,2
Tonala,10003053,Multiplast 40.0k,7,46,0,9
Tonala,10003053,Multiplast 40.0k,8,36,0,0
Tonala,10003053,Multiplast 40.0k,9,36,0,0
Tonala,10003053,Multiplast 40.0k,10,36,0,11
Tonala,10003053,Multiplast 40.0k,11,25,0,0
Tonala,10003053,Multiplast 40.0k,12,25,20,8
Tonala,10003053,Multiplast 40.0k,13,36,0,3
Tonala,10003053,Multiplast 40.0k,14,33,0,4
Tonala,10003053,Multiplast 40.0k,15,29,0,0
Tonala,10003053,Multiplast 40.0k,16,29,0,2
Tonala,10003053,Multiplast 40.0k,17,27,0,0
Tonala,10003053,Multiplast 40.0k,18,27,11,27
Tonala,10003053,Multiplast 40.0k,19,11,36,20
Tonala,10003053,Multiplast 40.0k,20,27,0,8
Tonala,10003053,Multiplast 40.0k,21,19,15,4
Tonala,10003053,Multiplast 40.0k,22,30,0,0
Tonala,10003053,Multiplast 40.0k,23,30,0,3
Tonala,10003053,Multiplast 40.0k,24,27,0,0
Tonala,10003053,Multiplast 40.0k,25,27,0,0
Tonala,10003053,Multiplast 40.0k,26,27,0,0
Tonala,10003053,Multiplast 40.0k,27,27,0,2
Tonala,10003053,Multiplast 40.0k,28,25,0,0
Tonala,10003053,Multiplast 40.0k,29,25,0,0
Tonala,10003053,Multiplast 40.0k,30,25,0,1
Tonala,10003053,Multiplast 40.0k,31,23,0,0
Tonala,10253667,Antihumedad 25k,1,8,0,0
Tonala,10253667,Antihumedad 25k,2,8,0,0
Tonala,10253667,Antihumedad 25k,3,8,0,0
Tonala,10253667,Antihumedad 25k,4,8,7,0
Tonala,10253667,Antihumedad 25k,5,15,0,2
Tonala,10253667,Antihumedad 25k,6,13,0,0
Tonala,10253667,Antihumedad 25k,7,13,0,0
Tonala,10253667,Antihumedad 25k,8,13,0,0
Tonala,10253667,Antihumedad 25k,9,13,0,0
Tonala,10253667,Antihumedad 25k,10,13,0,0
Tonala,10253667,Antihumedad 25k,11,13,0,0
Tonala,10253667,Antihumedad 25k,12,13,0,0
Tonala,10253667,Antihumedad 25k,13,13,0,2
Tonala,10253667,Antihumedad 25k,14,11,0,0
Tonala,10253667,Antihumedad 25k,15,11,0,0
Tonala,10253667,Antihumedad 25k,16,11,0,0
Tonala,10253667,Antihumedad 25k,17,10,0,0
Tonala,10253667,Antihumedad 25k,18,10,0,0
Tonala,10253667,Antihumedad 25k,19,10,0,5
Tonala,10253667,Antihumedad 25k,20,5,13,0
Tonala,10253667,Antihumedad 25k,21,18,0,2
Tonala,10253667,Antihumedad 25k,22,17,0,0
Tonala,10253667,Antihumedad 25k,23,17,0,0
Tonala,10253667,Antihumedad 25k,24,17,0,0
Tonala,10253667,Antihumedad 25k,25,17,0,0
Tonala,10253667,Antihumedad 25k,26,17,0,0
Tonala,10253667,Antihumedad 25k,27,17,0,1
Tonala,10253667,Antihumedad 25k,28,16,0,0
Tonala,10253667,Antihumedad 25k,29,16,0,0
Tonala,10253667,Antihumedad 25k,30,16,0,1
Tonala,10253667,Antihumedad 25k,31,15,0,1
Zapopan,10000955,Bco CPC30R BB,1,99,0,0
Zapopan,10000955,Bco CPC30R BB,2,99,0,22
Zapopan,10000955,Bco CPC30R BB,3,77,0,23
Zapopan,10000955,Bco CPC30R BB,4,54,0,0
Zapopan,10000955,Bco CPC30R BB,5,54,0,41
Zapopan,10000955,Bco CPC30R BB,6,88,0,0
Zapopan,10000955,Bco CPC30R BB,7,88,0,0
Zapopan,10000955,Bco CPC30R BB,8,88,0,26
Zapopan,10000955,Bco CPC30R BB,9,116,0,72
Zapopan,10000955,Bco CPC30R BB,10,44,0,40
Zapopan,10000955,Bco CPC30R BB,11,41,0,41
Zapopan,10000955,Bco CPC30R BB,12,81,0,83
Zapopan,10000955,Bco CPC30R BB,13,21,0,20
Zapopan,10000955,Bco CPC30R BB,14,30,0,0
Zapopan,10000955,Bco CPC30R BB,15,30,0,57
Zapopan,10000955,Bco CPC30R BB,16,13,0,0
Zapopan,10000955,Bco CPC30R BB,17,52,0,23
Zapopan,10000955,Bco CPC30R BB,18,28,0,23
Zapopan,10000955,Bco CPC30R BB,19,58,0,30
Zapopan,10000955,Bco CPC30R BB,20,28,0,20
Zapopan,10000955,Bco CPC30R BB,21,119,0,0
Zapopan,10000955,Bco CPC30R BB,22,119,0,11
Zapopan,10000955,Bco CPC30R BB,23,110,0,30
Zapopan,10000955,Bco CPC30R BB,24,130,0,59
Zapopan,10000955,Bco CPC30R BB,25,70,0,23
Zapopan,10000955,Bco CPC30R BB,26,83,0,60
Zapopan,10000955,Bco CPC30R BB,27,53,0,21
Zapopan,10000955,Bco CPC30R BB,28,36,0,0
Zapopan,10000955,Bco CPC30R BB,29,36,0,28
Zapopan,10000955,Bco CPC30R BB,30,42,0,34
Zapopan,10000955,Bco CPC30R BB,31,45,0,19
Zapopan,10000926,CPC40R BB,1,23,0,0
Zapopan,10000926,CPC40R BB,2,23,0,11
Zapopan,10000926,CPC40R BB,3,11,0,20
Zapopan,10000926,CPC40R BB,4,9,0,0
Zapopan,10000926,CPC40R BB,5,37,0,0
Zapopan,10000926,CPC40R BB,6,37,0,20
Zapopan,10000926,CPC40R BB,7,37,0,0
Zapopan,10000926,CPC40R BB,8,37,0,37
Zapopan,10000926,CPC40R BB,9,4,0,0
Zapopan,10000926,CPC40R BB,10,56,0,43
Zapopan,10000926,CPC40R BB,11,13,0,67
Zapopan,10000926,CPC40R BB,13,15,0,20
Zapopan,10000926,CPC40R BB,18,11,0,0
Zapopan,10000926,CPC40R BB,19,38,0,0
Zapopan,10000926,CPC40R BB,20,38,0,0
Zapopan,10000926,CPC40R BB,21,36,0,0
Zapopan,10000926,CPC40R BB,22,36,113,47
Zapopan,10000926,CPC40R BB,23,0,113,18
Zapopan,10000926,CPC40R BB,24,111,0,48
Zapopan,10000926,CPC40R BB,25,62,0,6
Zapopan,10000926,CPC40R BB,26,58,0,0
Zapopan,10000926,CPC40R BB,27,56,0,16
Zapopan,10000926,CPC40R BB,28,40,0,0
Zapopan,10000926,CPC40R BB,29,40,0,38
Zapopan,10000926,CPC40R BB,30,2,0,30
Zapopan,10000926,CPC40R BB,31,2,0,20
Zapopan,10000922,Mortero 25k,1,153,0,0
Zapopan,10000922,Mortero 25k,2,153,0,17
Zapopan,10000922,Mortero 25k,3,136,0,13
Zapopan,10000922,Mortero 25k,4,121,0,61
Zapopan,10000922,Mortero 25k,5,60,0,14
Zapopan,10000922,Mortero 25k,6,62,0,20
Zapopan,10000922,Mortero 25k,7,40,0,0
Zapopan,10000922,Mortero 25k,8,40,0,0
Zapopan,10000922,Mortero 25k,9,40,0,17
Zapopan,10000922,Mortero 25k,10,23,0,12
Zapopan,10000922,Mortero 25k,11,11,0,2
Zapopan,10000922,Mortero 25k,12,9,0,4
Zapopan,10000922,Mortero 25k,13,5,0,0
Zapopan,10000922,Mortero 25k,14,5,0,0
Zapopan,10000922,Mortero 25k,15,5,0,1
Zapopan,10000922,Mortero 25k,16,77,112,23
Zapopan,10000922,Mortero 25k,17,53,112,2
Zapopan,10000922,Mortero 25k,18,51,112,49
Zapopan,10000922,Mortero 25k,19,114,0,37
Zapopan,10000922,Mortero 25k,20,77,0,47
Zapopan,10000922,Mortero 25k,21,34,0,0
Zapopan,10000922,Mortero 25k,22,34,56,0
Zapopan,10000922,Mortero 25k,23,70,56,33
Zapopan,10000922,Mortero 25k,24,93,0,36
Zapopan,10000922,Mortero 25k,25,57,0,19
Zapopan,10000922,Mortero 25k,26,37,0,8
Zapopan,10000922,Mortero 25k,27,29,0,0
Zapopan,10000922,Mortero 25k,28,29,36,0
Zapopan,10000922,Mortero 25k,29,29,36,2
Zapopan,10000922,Mortero 25k,30,62,0,4
Zapopan,10000922,Mortero 25k,31,59,0,29
Zapopan,10000920,Mortero 50k,1,378,714,0
Zapopan,10000920,Mortero 50k,2,378,714,223
Zapopan,10000920,Mortero 50k,3,155,714,223
Zapopan,10000920,Mortero 50k,4,456,375,174
Zapopan,10000920,Mortero 50k,5,486,375,183
Zapopan,10000920,Mortero 50k,6,303,578,140
Zapopan,10000920,Mortero 50k,7,337,407,0
Zapopan,10000920,Mortero 50k,8,337,611,257
Zapopan,10000920,Mortero 50k,9,487,408,90
Zapopan,10000920,Mortero 50k,10,397,580,154
Zapopan,10000920,Mortero 50k,11,447,376,120
Zapopan,10000920,Mortero 50k,12,531,274,224
Zapopan,10000920,Mortero 50k,13,479,274,27
Zapopan,10000920,Mortero 50k,14,554,375,0
Zapopan,10000920,Mortero 50k,15,554,375,50
Zapopan,10000920,Mortero 50k,16,504,375,164
Zapopan,10000920,Mortero 50k,17,512,407,133
Zapopan,10000920,Mortero 50k,18,582,204,147
Zapopan,10000920,Mortero 50k,19,436,306,132
Zapopan,10000920,Mortero 50k,20,304,509,68
Zapopan,10000920,Mortero 50k,21,338,407,0
Zapopan,10000920,Mortero 50k,22,338,407,62
Zapopan,10000920,Mortero 50k,23,276,407,248
Zapopan,10000920,Mortero 50k,24,27,647,115
Zapopan,10000920,Mortero 50k,25,249,916,342
Zapopan,10000920,Mortero 50k,26,147,916,171
Zapopan,10000920,Mortero 50k,27,252,917,31
Zapopan,10000920,Mortero 50k,28,526,714,0
Zapopan,10000920,Mortero 50k,29,526,815,163
Zapopan,10000920,Mortero 50k,30,364,917,158
Zapopan,10000920,Mortero 50k,31,411,814,218
Zapopan,10001053,CPC30R 50k,1,120,0,0
Zapopan,10001053,CPC30R 50k,2,120,0,0
Zapopan,10001053,CPC30R 50k,3,120,0,0
Zapopan,10001053,CPC30R 50k,4,120,0,0
Zapopan,10001053,CPC30R 50k,5,120,0,0
Zapopan,10001053,CPC30R 50k,6,120,0,0
Zapopan,10001053,CPC30R 50k,7,120,0,0
Zapopan,10001053,CPC30R 50k,8,120,0,0
Zapopan,10001053,CPC30R 50k,9,120,0,11
Zapopan,10001053,CPC30R 50k,10,109,0,14
Zapopan,10001053,CPC30R 50k,11,95,0,11
Zapopan,10001053,CPC30R 50k,12,84,0,0
Zapopan,10001053,CPC30R 50k,13,84,0,0
Zapopan,10001053,CPC30R 50k,14,84,0,0
Zapopan,10001053,CPC30R 50k,15,84,0,0
Zapopan,10001053,CPC30R 50k,16,84,0,0
Zapopan,10001053,CPC30R 50k,17,84,0,0
Zapopan,10001053,CPC30R 50k,18,84,0,0
Zapopan,10001053,CPC30R 50k,19,84,0,0
Zapopan,10001053,CPC30R 50k,20,84,0,0
Zapopan,10001053,CPC30R 50k,21,84,0,0
Zapopan,10001053,CPC30R 50k,22,84,0,0
Zapopan,10001053,CPC30R 50k,23,84,0,0
Zapopan,10001053,CPC30R 50k,24,84,0,0
Zapopan,10001053,CPC30R 50k,25,84,0,0
Zapopan,10001053,CPC30R 50k,26,84,0,0
Zapopan,10001053,CPC30R 50k,27,84,0,0
Zapopan,10001053,CPC30R 50k,28,84,0,0
Zapopan,10001053,CPC30R 50k,29,84,0,0
Zapopan,10001053,CPC30R 50k,30,84,0,0
Zapopan,10001053,CPC30R 50k,31,84,0,0
Zapopan,10000969,Impercem 50k,1,245,140,0
Zapopan,10000969,Impercem 50k,2,245,140,26
Zapopan,10000969,Impercem 50k,3,218,140,38
Zapopan,10000969,Impercem 50k,4,180,140,70
Zapopan,10000969,Impercem 50k,5,110,140,11
Zapopan,10000969,Impercem 50k,6,99,140,0
Zapopan,10000969,Impercem 50k,7,239,0,0
Zapopan,10000969,Impercem 50k,8,239,0,20
Zapopan,10000969,Impercem 50k,9,219,140,61
Zapopan,10000969,Impercem 50k,10,158,140,37
Zapopan,10000969,Impercem 50k,11,121,140,97
Zapopan,10000969,Impercem 50k,12,24,140,0
Zapopan,10000969,Impercem 50k,13,24,140,2
Zapopan,10000969,Impercem 50k,14,22,140,0
Zapopan,10000969,Impercem 50k,15,22,140,0
Zapopan,10000969,Impercem 50k,16,22,280,5
Zapopan,10000969,Impercem 50k,17,17,280,7
Zapopan,10000969,Impercem 50k,18,10,280,0
Zapopan,10000969,Impercem 50k,19,10,280,0
Zapopan,10000969,Impercem 50k,20,10,280,0
Zapopan,10000969,Impercem 50k,21,10,280,0
Zapopan,10000969,Impercem 50k,22,10,280,5
Zapopan,10000969,Impercem 50k,23,5,420,88
Zapopan,10000969,Impercem 50k,24,57,280,112
Zapopan,10000969,Impercem 50k,25,15,140,0
Zapopan,10000969,Impercem 50k,26,15,140,58
Zapopan,10000969,Impercem 50k,27,62,140,5
Zapopan,10000969,Impercem 50k,28,21,140,0
Zapopan,10000969,Impercem 50k,29,21,140,1
Zapopan,10000969,Impercem 50k,30,20,472,59
Zapopan,10000969,Impercem 50k,31,64,420,132
Zapopan,10002066,CPC30R 50k,1,263,270,0
Zapopan,10002066,CPC30R 50k,2,263,270,385
Zapopan,10002066,CPC30R 50k,3,281,198,439
Zapopan,10002066,CPC30R 50k,4,442,210,644
Zapopan,10002066,CPC30R 50k,5,297,72,422
Zapopan,10002066,CPC30R 50k,6,379,72,384
Zapopan,10002066,CPC30R 50k,7,605,204,0
Zapopan,10002066,CPC30R 50k,8,605,408,308
Zapopan,10002066,CPC30R 50k,9,530,620,359
Zapopan,10002066,CPC30R 50k,10,915,584,366
Zapopan,10002066,CPC30R 50k,11,1473,416,331
Zapopan,10002066,CPC30R 50k,12,1714,204,394
Zapopan,10002066,CPC30R 50k,13,1667,36,210
Zapopan,10002066,CPC30R 50k,14,1566,0,0
Zapopan,10002066,CPC30R 50k,15,1566,0,178
Zapopan,10002066,CPC30R 50k,16,1568,36,360
Zapopan,10002066,CPC30R 50k,17,1531,0,389
Zapopan,10002066,CPC30R 50k,18,1467,36,348
Zapopan,10002066,CPC30R 50k,19,1443,72,229
Zapopan,10002066,CPC30R 50k,20,1718,72,239
Zapopan,10002066,CPC30R 50k,21,1655,0,0
Zapopan,10002066,CPC30R 50k,22,1655,0,141
Zapopan,10002066,CPC30R 50k,23,1802,0,397
Zapopan,10002066,CPC30R 50k,24,1730,36,426
Zapopan,10002066,CPC30R 50k,25,1484,0,429
Zapopan,10002066,CPC30R 50k,26,1484,36,323
Zapopan,10002066,CPC30R 50k,27,1592,36,277
Zapopan,10002066,CPC30R 50k,28,1603,0,0
Zapopan,10002066,CPC30R 50k,29,1603,0,250
Zapopan,10002066,CPC30R 50k,30,1568,0,461
Zapopan,10002066,CPC30R 50k,31,1502,72,477
Zapopan,10011824,CPC30R 50k,1,3,0,0
Zapopan,10011824,CPC30R 50k,2,3,0,0
Zapopan,10011824,CPC30R 50k,3,3,0,0
Zapopan,10011824,CPC30R 50k,4,3,0,0
Zapopan,10011824,CPC30R 50k,5,3,0,0
Zapopan,10011824,CPC30R 50k,6,3,0,0
Zapopan,10011824,CPC30R 50k,7,3,0,0
Zapopan,10011824,CPC30R 50k,8,3,0,0
Zapopan,10011824,CPC30R 50k,9,3,0,0
Zapopan,10011824,CPC30R 50k,10,3,0,0
Zapopan,10011824,CPC30R 50k,11,3,0,0
Zapopan,10011824,CPC30R 50k,12,3,0,0
Zapopan,10011824,CPC30R 50k,13,3,0,0
Zapopan,10011824,CPC30R 50k,14,3,0,0
Zapopan,10011824,CPC30R 50k,15,3,0,0
Zapopan,10011824,CPC30R 50k,16,3,0,0
Zapopan,10011824,CPC30R 50k,17,3,0,0
Zapopan,10011824,CPC30R 50k,18,3,0,0
Zapopan,10011824,CPC30R 50k,19,3,0,0
